From	To
A0A024RBV2	AACS
Q05CP4	EIF2AK2
A0A087X0M4	SLC4A1AP
Q6FHS8	UNG
Q6MZM3	DKFZp686C21148
A0A0U3GXA9	CXCR4
A0A024R1G9	TPST2
A0A024R997	ELK4
A0A024R9Z1	TMEM106B
A0A6E1XZL4	POU6F2
R9QDW5	STAT2
A0A0U1RRK5	FAM205C
B7ZKY6	MME
A0A024R576	ZFPL1
A0A126GVR4	OR7G3
G4XH68	GPR17
A0A0A0MRJ5	TNNT2
A0A087WWS6	IFNA13
A0A158RFV6	SPOC1
D3VVJ2	ATXN3
A0A2U7XUX1	ANTXRL
A0A6E1W9L1	ZBTB3
D3DWK1	EEF1D
A0A5F9ZHP4	TNK2
E7EWD9	ESRRB
E7EQM8	DCC
A0A024R8J2	PTP4A1
A0A024QZ95	OLFM4
A0A024R871	SLC2A8
E9PF82	CAMK2D
B9EGE6	DFNB31
E9PN81	RNASEH2C
B1AVQ7	MUC1
A0A590UJ54	IQCF6
A0A0A0MSH5	VEGFA
E7ES10	CAST
A0A024RDN9	LOC283537
A0A024R9Z2	ARL4A
A0A024R769	TSGA13
A0A024R3U6	SATB2
A0A0C4DH89	RNASEK
A0A087WZ13	RAVER1
F1T0L8	AMTN
F8WA39	MTMR1
A0A126GVU5	OR10H1
C9W8M6	THEG4
A0A126GVD8	OR13A1
K7EPI2	PODNL1
A0A0S2Z4N6	TP63
A0A1W2PQA1	REST
A0A348GSI1	IFI6
A0A6Q8PFP9	NKAIN3
A0A0S2Z4M5	RXRB
A0A3B3IU63	H2AL3
A0A6Q8PG85	CHMP1A
D3TTZ2	TNFAIP3
A0A024R926	C1orf21
E9PDE4	CAST
C9J7T7	NCOR2
A0A6B7HFJ9	HLA-B
A0A669KBL1	USP7
E2GIM5	IRF3
Q6NTG0	SLC9A3R2
Q6FG56	ELK1
A0A024RAN9	CLEC7A
A0A024R642	GCH1
B7Z1Z5	NTM
A0A024R8Y2	POU2F1
A0A024R906	DDR2
E9PBY2	DAZ2
Q86XN4	RED1
A0A0C4DFN8	FDXR
D3VVE9	ATXN3
D3YTB5	IRAK1
I6LEK9	KIR3DL1
A0A126GVK2	OR6M1
A0A126GVN0	OR4C6
A0A024RAZ6	HOXC9
A0A090N8Y3	ZNF282
A0A024R9B8	PGCP
A0A024QZJ5	ACF
A0A024R2B5	LIPG
A0A024R3U2	C1orf124
A0A024R9Q9	PPARGC1A
H0YJ05	STON2
D3VVG5	ATXN3
H0YAE8	SLBP
A0A087WYL5	SEZ6L2
J3KPV6	SCNN1A
A0A1L2EC20	PHGR1
A0A0S2Z4Y5	DPM1
A0A0S2Z493	NEUROD1
A0A6I8PRB2	SWSAP1
Q5DSZ7	UGT1A7
A0A024QYV5	PRKRIP1
A0A024R3D7	BACE1
Q646T8	KIR3DL1
A0A0B4J1S7	PTPN22
F1T0J3	IMPG2
A0A7D9NKF2	LRRC63
A0A024R5M8	POLD3
A0A024R8A7	hCG_31253
A0A024R5D8	ALDH3B1
E9LUE6	SMPD1
A0A1B0GU47	CDCP2
F5H433	SALL2
E0X084	KIR3DL1
Q7Z6C1	EP300
A0A024R0X7	SLC38A4
J3KR72	TAF6
H7BYH4	SOD1
A0A0G2JPW1	LILRA6
A0A0G2JLT7	LILRB3
A0A126GV57	OR6N2
A0A126GWS5	OR10G4
D3VVF9	ATXN3
A0A0M6L0J9	GHB2
A0A1V0DNR7	PTEN
A0A7I2V339	STEAP1B
A0A1W2PQW8	FBXL22
A0A5K1VW50	VDR
A0A3B0J0L9	ADIN
A0A5F9ZI18	ANK2
A0A5J6E2W8	KCNJ5
H1UBN2	CCNB1V
R9QFC5	STAT2
A0A1B0GW05	DPY19L1
A0A1B0GU24	TNRC6C
A0A024R4U6	TTLL1
A0A024RDU9	GTF2F2
A0A0A0MSR7	TBATA
A0A0G2JP20	PRAMEF9
E2GH23	TCF7L2
D3VVL7	ATXN3
A0A0G2JQJ7	MAPT
A0A024RAI1	ACTR3
A0A024RBB6	CDK4
A0A024R4F5	HFE2
F1T0F0	BLOC1S2
M0QZQ2	MED25
A0A218KGN4	PSEN1
A0A286YEY3	SRGAP2B
A0A3B3IS18	TBX1
A0A590UJK3	SLMAP
A0A3B3ISS0	L3MBTL1
A0A6Q8PGD2	GRIN2A
A0A5J6VML4	KIR3DL2
A0A024QZ98	RP11-78J21.1
A0A024R026	C6orf62
A0A0A0MTB2	VEGFA
Q14830	MG81
Q05DJ8	HTRA1
Q5VZU9	TPP2
L7T9J5	HCRCN81
I6LFJ6	KIR3DL1
A0A024QZV3	ELOVL2
A0A024RAX4	SPRYD3
A0A2R8Y566	RELCH
A0A2X0SFH4	PLEKHG3
A0A6Q8PHI5	ELP1
A0A024R5U8	C15orf15
E9PBB9	MAPK8IP1
A0A024R2N1	hCG_2039480
A0A024R6U3	hCG_2025883
A0A024RAS3	hCG_27698
A0A024R9J0	RAD21
A0A5F9ZGX3	ANK2
A0A590UJJ6	H3-3A
A0A590UJ36	PALM3
A0A024R5A7	TAF6L
H0YNU5	BLM
J3QRV5	LLGL2
Q6LA76	AF-4
E9PKC0	PLEKHA7
Q4W4Y1	DRIP4
A0A6Q8NYF4	PRSS41
A0A0K0K1K1	HEL-S-278
A0A0C4DFU5	OR6K3
A0A0S2Z6I4	VKORC1
A0A126GVK0	OR51E2
A0A158RFU1	C11orf87
A0A2I2JL21	KIR3DL1
A0A2U3TZM8	LOC112694756
A0A7I2V428	NCL
A0A2R8Y3X7	ATXN3
A0A2R8Y4D9	OR2I1P
A0A2I2JL13	KIR3DL1
A0A2R8YEZ0	ABHD18
A0A2R8YG42	ARHGEF7
A0A2U3TZH6	EPB41
A0A4Y1JWP1	HCAR1
A0A5F9ZI63	EED
A0A494C0G6	GSG1
A0A3B3ITL5	MSL3
A0A024R4Q8	RPS5
A0A024RDR5	CG018
D3VVP6	ATXN3
I6LFK0	KIR3DL1
A0A024RBU2	U1SNRNPBP
A0A087WXG3	BHLHE23
C5HTY8	SCNN1A
H3BNZ7	C16orf95
A0A024R0T2	SH3BP5L
A0A024R9Z0	NDUFA4
O43263	hRED1
A0A024R5Z0	TCF12
A0A126GVV2	OR10H4
A0A0F7RPW6	DDT2
M0QZB8	IRF3
A0A140VJE3	METAP2
A0A024RC94	ASB7
A0A024R1I8	SYN3
F1T0K5	VAX2
G4XH66	GPR61
A0A0S2Z5I7	SBDS
A0A126GWC6	OR2AG2
A0A126GVP5	OR4K2
A0A0K0K1L8	HEL-S-129m
A0A218KGR2	APP
A0A1W2PRI1	GNG14
A0A3F2YPB8	ZNF266
A0A024R338	SFMBT1
A0A5F9ZH58	ANK2
A0A090N8P4	B1
Q14440	GPErik
E5RFS5	FYN
H9ZYJ3	ZNF526
I6LEL5	KIR3DL1
A0A1B0GTN4	DLGAP2
U5XHE0	LILRA6
A0A6Q8PGB0	POLR2A
A0A024R6B3	TMEM63C
A0A024R7A9	ANGPTL6
A0A024RDV3	RB1
Q1PSF1	KIR3DL1
O43806	p27 kip1
B7ZLC9	GEMIN5
A0A0U3FJG0	CXCR4
A0A0S2Z497	PEX19
Q6I9S2	SNW1
A0A024R371	ARL6IP5
A0A024R8Y1	POGK
Q96PQ9	LOX
A0A024R5Y1	SPG21
Q5JW30	STAU1
A0A024R784	TRIM24
A0A110BGM1	KIR3DL2
A0A2X0SG47	SOS1
G1UCX3	SPACIA1
D3VVN0	ATXN3
M0QXK3	NIBAN3
A0A126GW93	OR10H3
A0A0S2Z3G9	ACTN4
A0A126GV70	OR10J5
A0A024R9E4	MAL2
A0A024R8R6	CDR2L
A0A6Q8PHD8	OR14L1P
F5H2S8	PTPN22
A0A6Q8PGT6	IGHMBP2
A0A7I2V554	UVSSA
A0A0A0N0L5	IL6ST
E9PB61	ALYREF
A0A024R0N3	ZNF234
A0A0G2JNF4	KIR2DP1
A0A0A0MSU1	RUNX1T1
A0A126GVE6	OR5P3
A0A126GWE7	OR51I1
A0A0S2Z457	NCF2
A0A126GWE9	OR10H5
A0A126GVN2	OR4N4
A0A0G2JPY1	LILRA6
A0A2U3TZJ4	LOC112694756
A0A7I2YQ69	SUPT20HL1
A0A286YET0	OR51V1
A0A1D0C0D6	KIR3DL1
A0A494C1B5	NRG1
A0A3B3IT55	KANSL1
A0A1B0GUB7	KLHL33
A0A024R5G2	IL18BP
A0A024RAI2	INSIG2
A0A024RC78	SEC11L1
Q8TAX8	MAX
D3VVH2	ATXN3
D6RBI3	RARB
D6RHE1	ANK2
J3KP65	TBXT
A0A0U1RQM2	FOXP2
A0A0G2JKD1	MUC21
A0A0S2Z4W4	RBM10
A0A024QZN7	C10orf70
Q2M2R5	ATXN2
A0A1B0GTK8	TNFAIP8L3
A0A024RBD2	SOCS2
A0A024RDW5	COG6
A0A126GW82	OR52B4
A4D2D2	PCOLCE
Q5HYH4	DKFZp313B1621
A0A0K0PUW7	FFAR3
A0A126GVR1	OR7D4
D3VVA7	ATXN3
D3TTZ3	TNFAIP3
A0A0S2Z4K0	TAZ
A0A0S2Z613	RDH12
A0A0S2Z4T6	PDE9A
A0A140T8X8	MUC21
A0A3B3IRV5	HEBP1
A0A7I2U302	MME
A0A6Q8PGG5	CAST
A0A3F2YNX6	KAT6A
A0A515VFR0	KIP75
A0A024RD91	BRDG1
X6RM59	NT5C3A
F5GZ78	PXN
A0A669KB12	EP300
Q6I9U3	M6PR
E0X083	KIR3DL1
D9YZV4	TPM1
D0EYG5	ERVWE1
I3L0M9	ELOB
A0A126GVL8	OR5B17
D5L9I5	MECP2
Q7Z6E5	DKFZp779G2251
A0A024RB29	PTHLH
A0A024R885	CIZ1
A0A0A0MR12	ENTREP1
A0A024RAM8	LHFPL2
A0A024R807	SGK3
F1D8R5	NR3B3
A0A499FIS5	MKNK1
A0A6Q8PHF4	ELP1
A0A024R5X7	CLPX
A0A0A0MSK4	GPSM1
A0A1B0GTH9	LOC100505841
A0A024RE22	KCNIP3
A0A024R4U3	TTLL12
K7EMV3	H3-3B
D3VVP7	ATXN3
B6ZGU3	NR3A1
Q6PK38	EIF2AK2
D3YPQ2	AR
A0A024R4F6	ICMT
A0A024QZM0	ASCC1
A0A024R4X7	hCG_1989366
B7ZKX1	RFX7
F1T0J1	GDF5
A0A126GV58	OR6K2
A0A1B0GTZ4	DCLK3
Q6NT15	STON2
E9PB87	WIPF1
J3KMZ9	LDLR
A0A1C7CYW7	TTC34
A0A3B0J259	ADIF1
A0A3B3ISU3	FCGR3B
A0A3B3IT34	LCE7A
A0A3B3IS71	RB1
A0A3B3ISE6	KDM5B
A0A2R8Y4H2	SEPTIN3
A0A5F9ZGS7	ANK2
I6LFJ5	KIR3DL1
Q5H9Q5	DKFZp781N0293
A0A024R219	ZA20D2
X5D7A8	CADM1
A0A087WVW6	RAPGEFL1
A0A024R4A2	ALPI
E9PQW4	MAPK3
B5BU08	U2AF1
J3QSS5	TCP10L2
A0A024RBL0	CHST11
A0A024RDD9	CXCL2
G3XHN4	CADM2
A0A024R562	BAD
A0A024RA40	CPVL
A0A024R9H2	HRSP12
A0A024RD67	SUPT3H
A0A024RAZ1	CALCOCO1
E0X081	KIR3DL1
Q8N0Z7	KIR3DL1
A0A0A0MS64	MEGF11
A0A087WZ16	IFFO1
B6ZGU8	NR5A1
Q6NTA2	HNRNPL
Q17R23	STON2
D6RFI4	PITX2
A0A0K0K1J1	HEL-S-2
A0A0S2Z4U5	USF1
A0A0U1RQW1	GVQW3
A0A158RFT9	SLN
A0A0S2Z5L8	METTL17
A0A0G2JNB1	KANSL1
A0A0G2JLX6	LILRA6
A0A1V0E3M7	HLA-DOA
A0A3B3IS40	KDM5B
A0A1X7SBR9	ADAMTS19
A0A2R8YG02	MSH2
A0A2U3U043	KCTD1
A0A2R8Y5N2	TSC1
A0A590UJQ1	ITCH
A0A499FJK2	TGFB1
D6RBW1	EIF4E
D3VVR9	ATXN3
A0A6Q8PFK8	HSPB1
M0QXS5	HNRNPL
A0A024R5P6	C1orf121
A0A024R804	MAFK
A0A024R9K4	FYTTD1
A4D0Y1	WASL
A0A024RBL8	FBXO21
A0A024RA94	MFAP2
A0A0S2Z5M0	S100PBP
R9QDW3	STAT2
Q7Z3N8	DKFZp686I1750
A6NNK5	TP53BP1
A0A0A0MSI7	VEGFA
O75942	PRNP
A0A087WUW6	IKBKG
A0A0S2Z5H6	FAM54B
A0A0S2Z647	REM2
J3KR33	MED19
A0A0S2Z487	JUP
A0A0S2Z3Z5	CASP10
A0A126GW13	OR6C74
A0A2K8FKV1	PIK3CD
A0A384N6C2	IMPDH
A0A087WWZ6	PRDM11
A0A024R9F5	GEM
A0A024RBY1	SMPX
F6VN83	IYD
X5DNV3	NLGN3
A0A0S2Z391	BAK1
A0A0S2Z4S4	TLR2
A0A1S5UZH3	SECISBP2
A0A0S2Z3D0	CA9
A0A126GWU6	OR7C1
A0A286R9D9	HMGB1
A0A2R8YCL5	SPAST
A0A499FJE4	RIPOR3
A0A3B3ITJ4	HNRNPL
A0A494C0X7	ITGB2
F8WAL6	ABI2
A0A1B0GWI6	LOC101059915
A0A5J6VQJ1	KIR3DL1
A0A024R4I7	LZIC
H7BXI1	ESYT2
A0A024R722	HBP1
E9PMT0	PTPN22
E9PHA6	MSH2
A0A669KBI3	AFF1
A0A654ICK0	CXNC
A0A669KBH3	KCNN2
F8VXC8	SMARCC2
Q96AD6	GRK6
A0A024R3C2	LOC57149
A0A024RD25	PIM1
A0A024R059	HMGCS1
J3KR55	PTPN7
E9LUH4	MECP2
F8W6G6	LILRB3
Q8N0X6	KIR3DL1
A0A0S2Z5P1	ITFG2
P04792	HSPB1
Q16082	HSPB2
Q12988	HSPB3
O14558	HSPB6
Q9UBY9	HSPB7
Q9UJY1	HSPB8
Q9BQS6	HSPB9
P86397	HTD2
Q99081	TCF12
E9PRY8	EEF1D
A0A024QZE3	CPT1C
A0A0A0MT72	CCM2
H0Y3C5	HCK
F8VQP2	ATXN2
H7BXS2	ST7
D0E2W4	CRLF2 fusion
A0A024QZI1	ZNF473
A0A024R5H9	PLEKHB1
A5YM53	ITGAV
A0A0C4DFQ2	ZBTB34
A0A090N8Q0	KCNH2
A0A0S2Z5F5	CSGALNACT2
Q58HE7	GYPA
Q6ICP0	ATF4
A0A2C9F2M9	OR2T4
A0A140TA64	LOC100996750
A0A126GWC3	OR4M1
A0A3B3IU46	RAMACL
A0A386NCB1	TP53
A0A2K8FR47	WNT10A
A0A5F9ZH39	ANK2
A0A2U3TZR0	SPAST
A0A6M4NK13	SNORC
A0A5J6VNK5	KIR3DL1
Q5T8J1	CCND3
A0A5F9UQ55	FBXW4
E7EUV9	SLBP
Q05DE9	FYB
Q4VB24	HIST1H1E
J3KPA4	VEGFA
A0A024R424	TTLL4
A0A024R043	hCG_2006161
A0A024R9R2	RHOV
A0A024R911	XPR1
A0A126GWR7	OR13C2
A0A024R096	C1orf119
A0A024R6T3	PLLP
A0A024RDJ7	LOC133308
A0A0A0MR47	ZNF274
A0A024RDM3	LATS2
D3VVT5	ATXN3
J3KNF6	RGMB
A0A0A0MRF2	OSCAR
A0A0U5FM20	KIR3DL2
A0A0S2Z4Q2	TGFBI
A0A0A0MT99	IGLJ3
X5DNY3	RBFOX1
A0A024R7Z5	SDCBP
Q05BL1	TP53BP2
A0A090N8Z4	IMAP1
A0A7I2V380	STAT5A
A0A5F9ZH30	ANK2
A0A0C4DGS2	COLQ
A0A0S2Z4T1	MCM3
A0A0G2JMX0	LILRA6
A0A0U1RR39	CBL
V9GZ13	MKKS
A0A024R3W8	ADAM23
A0A024QZG3	ATF5
A0A024R9Z6	ANKMY2
A0A6Q8PFE5	CAST
A0A0S2Z4R6	SCGB1A1
A0A0S2Z4Z8	RIPK2
A0A1X7SC74	CIBAR2
A0A126GV63	OR10Z1
D3VVI8	ATXN3
F8WCA0	VAMP2
A0A158RFW1	COL21A1
A0A384DVL6	NCOR2
A0A126GW92	OR6C75
Q5JS79	CASK
A0A024R3N6	FLI1
E9PC69	MARK2
A0A024RAQ8	XRCC4
A0A5F9ZI57	ATXN2
A0A5F9ZHG3	ANK2
A0A2R8Y7E6	ATXN2
A0A2I2JL12	KIR3DL1
A0A0S2Z658	ZKSCAN4
H7BZ66	KCNC4
A4LAA3	ATRX
X5DNI1	CRMP1
E5RMA8	TP53
C9JWC4	HJURP
A0A286YFL9	OR8S1
A0A5F9ZGY4	ANK2
Q8IXV0	HES1
A0A024QZX3	SERPINB6
Q7Z546	MUC1
G4XH65	ESR1
A0A2R8Y4Z0	CDK13
A0A0S2Z4Y4	CLINT1
A0A087WV67	UBXN8
Q05CX8	TDG
A0A024R977	ARL8A
A0A024R365	DNASE1L3
A0A024R8J8	CACNG4
E9PSH8	CD3E
A0A024R641	hCG_2028303
A0A024RDS7	KIAA1704
A0A6Q8PH20	CAST
A0A6Q8PGF4	FANCI
A0A024RAX0	MGP
Q4KMQ4	ZFAT
Q8NHL0	KIR3DL1
A0A024QZY3	FAM50B
A0A024RAL9	C5orf21
A0A024R2U1	ALS2CL
Q5W7F7	UBE3A
F5H0K0	HNF1A
A0A0S2Z5L0	GINS3
A0A0S2Z3Y8	LCK
A0A0S2Z3R6	LAMB3
A0A0F7RQE8	FSHB
A0A024QZ31	LOC130074
A0A024R8H6	BRD3
A0A0A0MSA1	CACNA1C
A0A5F9ZH35	ANK2
Q6NT31	STON2
Q0VAS5	HIST1H4H
A0A2U3TZI1	OTOP3
H7C410	GPC1
H7BY00	TWIST1
A0A024R1I1	ZMAT5
Q96HX7	HSP90AA1
F1D8N1	NR1H3
J3KPJ0	GGT6
A0A0C4DGW3	MUC1
I3L1J3	ZSCAN10
A2I2P5	NPAS2
A0A0U1RQG5	LOC727838
D3VVF4	ATXN3
J3KP02	LEKR1
A0A024RAQ1	CSDA
A0A024R8Y9	SELP
A0A024RDK4	INTS12
B9EIS5	PCM1
A0A7I2V4J2	NONO
A0A7I2V4X9	GLI3
A0A1C7CYX0	EXOC3L2
A0A0S2Z536	ARHGAP26
A0A0S2Z5S4	LHX4
A6ZIE2	MUC1
A0A024R0Q7	PPP5C
A0A024R050	SLC1A3
A0A024RBZ9	PPEF1
A0A024R9L9	VPS39
F1T0H3	NEUROG1
A1L461	REV1
D3VVD1	ATXN3
A0A126GVX0	OR2G3
A0A0I9RJ67	GPR152
H8YHX0	MUXA
A0A590UJN1	TNNI3
A0A2U3TZR9	OR10AG1
A0A0S2Z3P9	ACADSB
A0A0S2Z5E9	CWF19L1
Q0VGE4	SP140
Q6MZZ3	DKFZp686I0746
A0A024R806	MGC10911
A0A024R939	RGS2
A0A0A0MR25	FGFR2
A0A024RBW9	CA5B
A0A024RCY0	C6orf89
A0A024QZQ2	PSAP
D2Y6K2	AR
D6RI10	SPINK2
A0A024R3Q7	RHOU
A0A1B0RPQ4	FGFR1
A0A3B3ITF3	MSL3
A0A590UKC3	PRODH2
A0A126GV64	OR10K1
A0A126GW15	OR6C6
D3YPQ3	AR
A0A024R0E3	VANGL1
A0A0S2Z6B4	SIL1
A0A024R017	HIST1H2AC
A0A024R578	MRPL49
E3VVS3	SETD8
A0A5F9ZGY1	ANK2
A0A126GV94	OR1C1
A0A087X159	SSBP2
A4D0T4	FOXP2
A0A024RCL8	HIST1H2BK
Q5U5K4	HOMER1
J3KNE8	CDKL2
E7EQY1	FAM136A
A0A024R110	DAZAP2
A0A024RAU1	IAPP
A0A024RAG3	RALB
H7BY16	NCL
B9A6J5	RUTBC3
A0A0M6L0F6	GHB1
F8W8J5	VSTM2A
A5YRU8	MUC1
E7EUI6	ITGB1
F5H2U8	HMGA2
U3KQ82	DUSP13
Q0IIN7	NCOA3
E7EPN8	TNNT2
A0A590UJW8	ITCH
A0A386IPJ4	BRCA2
Q8TAM4	CDK5R1
E9PJD7	ZFTRAF1
A0A090N7U3	LOC155054
A0A024R1V6	PCGF2
A0A024R415	PNKD
F5H2E7	LTBR
A0A024R3T2	KCNK1
A0A0A0MTB8	WDR36
E9LUH3	MECP2
D6RGC4	MARCHF1
A0A669KBF4	BMAL1
A0A0X1KG68	TENT4A
A0A0D9SGH0	SLC9A6
A0A0S2Z502	SLC7A7
A0A024R0E2	CSDE1
A0A024R0Z3	DDX23
F8W7M8	ZFAT
A0A0C4DGP1	SAGSIN1
Q0EFA5	S
E7ERL8	NRXN1
A0A024RD03	MRPS10
A0A024R8I7	AGPAT2
A0A024R488	WDFY1
A0A024R4D7	CTNNBIP1
A0A024RAV8	BHLHB3
A0A7I2SVS4	HDAC4
E3TGS1	ABO
Q6PJQ2	ZFAT
A0A024R1F5	RNF185
A0A024QZQ6	DDIT4
A0A024RB82	SLC35E3
A0A024R006	FAM8A1
U3KQL2	ACYP2
B5M0B7	DUOXA1
A0A024R3W2	TOMM20
A0A0S2Z4Y3	NCK1
A0A126GVN9	OR2D2
A0A126GVZ2	OR10A3
D0EKL1	MDM2
H0YJS3	FANCM
B4DWZ4	FEN1
A0A126GV68	OR6F1
A0A024R2Q8	SS18L2
C7C5T7	LAT
A0A223PZB5	KLF1
A0A126GWP9	OR1J1
A0A075B7B8	IGHV3OR16-12
A0A0F7RPZ9	CGB1
F1T0G3	HHIPL1
A0A140VK93	AK2
A0A0S2Z4H2	S100A1
A0A1W2PPV0	CSAG2
A0A140TA62	LOC100653049
A0A0S2Z4S7	LGI1
U5XH19	LILRA6
A0A0A0MQV6	FGF2
B8ZZA1	PTMA
E9PMR6	ARHGEF12
A0A2C9F2M2	OR5T3
A0A0U4YTC8	KIR3DL2
A0A3B3IT59	MSL3
A0A0G2JN36	LILRA6
A0A1B0GTU4	PXN
A0A024QZW5	RNF182
A0A2R8YCJ4	RNASEH2B
A0A3B3IS14	MYT1L
A0A126GVQ4	OR8B2
A0A024R7D5	LDLR
A0A024R7N2	ATP13A1
H0Y8X6	NEDD4
H0YD36	POLG
A0A1C7CYY3	REEP1
A0A499FJS7	IKBKB
A0A2R8YCP1	RNASEH2B
A0A2R8Y804	CTNNB1
A0A7N4I390	NKPD1
A0A0S2Z3H1	CASP2
A0A0S2Z4M2	PPM1D
F8VVT9	AGAP2
A0A024R3M4	TIRAP
Q7Z4G9	ASGR2
A0A024R377	KIAA0863
D2CFK9	GTPBP4
A0A2R3XWA6	HNF4A
H7BZ94	P4HB
B8ZZD4	TAX1BP1
A0A6I8PRE6	ANO7
G1UI22	MLLT4
A0A7I2V5Y7	NONO
A0A0S2Z444	AGFG1
A0A126GVB4	OR5K2
A0A126GVC5	OR1L8
U5XI37	LILRA6
B6ZGS7	NR1H2
A0A2R8Y4L6	OR5D3P
A0A158RFU4	C5orf53
D3VVP2	ATXN3
N0E4C7	CSNK2B
B0QY83	MRTFA
C9JAF7	SNAP29
A0A024R089	TAF13
A0A024R332	NIF3L1BP1
A0A024RBX9	PDHA1
A0A3B3ITI3	KAT6A
A0A126GW05	OR6C2
S4R3N7	C10orf90
A0A6E2AE84	C10orf67
A0A6Q8PF81	DYM
A0A2S1ZR87	SMC6
A0A087WWM6	PRODH
A0A024R370	TMF1
A0A5F9ZHT4	ANK2
Q6NUQ9	MAPK8IP1
D3VVH8	ATXN3
A0A0S2Z448	MLLT3
R4SCP5	EGLN1
A0A024RDA5	IL8
A0A024R909	RGS4
A0A218KGP0	PSEN1
A0A0S2Z622	ACCS
A0A0G2JPD0	PRB3
C9JAB2	SRSF7
A0A024R845	RAB14
A0A494C0L9	NRG1
A0A7G1PFV2	GYPA
A0A0C4DFY6	ARHGEF4
A0A0S2Z5J1	A4GALT
A0A087WSW1	CFAP70
H3BPE7	FUS
A0A142DDU4	CCDC8
A0A024RCH3	DRP2
A0A087WU73	MRTFA
D3VVN1	ATXN3
S4R3V8	LSR
A0A024R1U5	PMM1
Q6FGU5	TNNI3
F8W689	RFX5
A0A126GVK9	OR52N5
A0A0S2Z5C3	PAK1IP1
J3KQ09	POLI
X5DQV1	CRMP1
B8Q183	GYPA
E9PNV8	NPIPA3
A0A218KGP3	PSEN1
A0A223LX15	SUFU
A0A7G9ZE27	BRCA2
A0A0S2Z5U8	DTNBP1
Q6IBK5	GTF2F1
A0A087WXD1	SLC9A7
B7WPL0	RIC8B
A0A024RD55	EGFL9
Q6MZM7	DKFZp686O12165
E7EMN6	PPP1R2
A0A5F9ZHX3	ATXN2
A0A0S2Z455	SERPINI1
A0A126GW20	OR5AK2
F1D8R8	NR5A1
A0A6Q8PFI7	NEDD4L
A0A126GW71	OR6C65
J3KQ21	ANKMY1
A0A0U1V1F4	KIR3DL2
C8C064	BMP2
A0A087X0G7	IKBKG
J3KNI1	COG4
A0A1B0GTK7	HRH2
A0A024RD68	INSIG1
E9PF32	DENND3
A0A590UK03	USP19
A0A0S2Z5J4	AP3B1
D3VVG7	ATXN3
D3YPQ0	AR
K7QT43	KIR3DSL1
A0A075B734	AQP7B
C9JE98	NCOR2
A0A024RDV2	hCG_32190
B7ZLD0	LRP6
A0A2R8Y575	PLEKHM2
A0A2U3TZM0	CHD4
A0A2X0SFQ7	BCR
A0A2R8Y7H1	RPS10
A0A0R4J2F6	IFRD2
A0A0S2Z310	ACVRL1
D3VVT6	ATXN3
A0A024R5H3	ORAOV1
A0A024R413	NDUFB3
A0A024RDT2	hCG_30749
A0A024R6U6	hCG_28847
Q708J1	CDKN1B
Q53SF8	SOS1
A0A3B3IRS2	LOC647264
A0A7I2V2F9	ITGB1
A0A126GWB2	OR51B2
Q2TLE4	MLF1
A0A024R3V8	TSNAX
A0A024R7M1	RFXANK
A0A024RCK7	ZNF192
M0R1U5	MZF1
A0A024R7F9	GCDH
A0A024RDD1	MEPE
A0A024R305	BAP1
J3KSW2	POLI
A0A087X0B7	SNAP47
A0A0S2Z5X3	ZGPAT
A9UF02	BCR/ABL fusion
B5MBZ0	EML4
A0A024R5M3	CTTN
A0A024R2W4	DAG1
A0A2R8Y2Y2	C8orf90
A0A024RB72	COPZ1
A0A024RDV7	KPNA3
A0A024QZX0	TBC1D7
A0A024R9N5	SLC35D2
H3BT57	PML
A0A0A0MSS3	SLAIN1
A0A024R9C0	PPM2C
A0A2R8Y4Z4	ABCC8
F1DAM5	GPR3
A0A0A0MTS7	TTN
A0A024RAF1	BIN1
Q5QNY5	PEX19
Q496C9	DTD1
E7ES52	CDKN1B
D3VVB3	ATXN3
A0A0A0MP75	ZNF180
A0A024R7C1	hCG_2033729
E9PEB5	FUBP1
A0A386NG45	TP53
A0A126GW06	OR1J4
H2DF04	IL28RA
A0A0A0MQZ2	SYNGAP1
A0A024R260	KLF9
A0A0A0MQU7	HNF1A
A0A142CHG1	GPR139
A0A0S2Z547	ARHGEF15
A0A087X235	TSPAN10
A0A024R4P3	FPRL1
B9A6K1	TBC1D5
E9PD12	MIB2
A0A140T979	MICB
A0A075B7D4	IGKV1OR2-108
D3VVD8	ATXN3
A0A0S2Z6R3	PHF21B
A0A1D5RMN4	FSHR
A0A087WVI4	TMC4
A9UF07	BCR/ABL fusion
A0A0B4J2B8	IGHV1OR15-9
J3JS71	RXRB
A0A126GVB0	OR2A14
A0A0S2Z3D5	APOE
A0A0S2Z4Z9	NONO
A0A126GWP3	OR56A5
Q1JQ81	BCL9
E9PLN0	MYB
A0A024R712	PRKAR2B
A0A0S2Z563	MRPS28
A0A0S2Z4W8	MPDU1
A0A0S2Z5U1	NDUFAF2
A0A0G2JPW2	LILRA6
X5M4Z9	GYPA
A0A087X1L8	LOC102723996
J3QTR3	RPS27A
A0A126GV79	OR2T10
A0A386NFX3	TP53
A0A0S2Z3N4	DDC
B7WNR7	TMEM196
A0A1P8C958	NFKB2
M0R0K3	NR1H2
A0A7I2V5M5	NCL
A0A2R8Y4I8	SPAST
A0A0G2JMN6	LILRA6
H9ZYJ1	NELF-E
D3VVB5	ATXN3
A0A090N7V7	LR8
A0A024R369	FAM19A4
